sentence_idx,word,pos,tag
22,danh,N,O
22,sach,V,O
22,cac,N,O
22,bai,V,O
22,hat,N,O
22,cua,V,O
22,La,Np,B-A
22,Thăng,Np,I-A
22,cho,E,O
22,minh,N,O
22,nghe,V,O
22,bai,N,O
22,cua,V,O
22,La,Np,B-A
22,Thăng,Np,I-A
22,hay,C,O
22,hay,C,O
22,di,V,O
22,mo,N,O
22,minh,N,O
22,1,M,O
22,bai,N,O
22,cua,V,O
22,La,Np,B-A
22,Thăng,Np,I-A
22,di,N,O
22,nao,V,O
22,di du,N,O
22,1,M,O
22,bai,N,O
22,cua,V,O
22,La,Np,B-A
22,Thăng,Np,I-A
22,di a,V,O
22,cho,E,O
22,minh,N,O
22,xin,V,O
22,may,V,O
22,bai,N,O
22,cua,V,O
22,La,Np,B-A
22,Thăng,Np,I-A
22,voi,N,O
22,a,N,O
22,alo,N,O
22,dua,V,O
22,t,N,O
22,may,V,O
22,bai,N,O
22,cua,V,O
22,La,Np,B-A
22,Thăng,Np,I-A
22,d,M,O
22,Cho,V,O
22,tui,P,O
22,bài,N,O
22,của,E,O
22,Julie,Np,B-A
22,Ngọc,Np,I-A
22,đi,V,O
22,.,CH,O
23,Có,V,O
23,bài,N,O
23,nào,P,O
23,của,E,O
23,Julie,Np,B-A
23,Ngọc,Np,I-A
23,hay,C,O
23,hay,C,O
23,không,R,O
23,?,CH,O
23,Bạn,N,O
23,ơi,I,O
23,cho,E,O
23,mình,P,O
23,vài,L,O
23,bài,N,O
23,của,E,O
23,Julie,Np,B-A
23,Ngọc,Np,I-A
23,đi,V,O
23,.,CH,O
24,Bot,Np,O
24,ơi,I,O
24,gợi ý,V,O
24,nhạc,N,O
24,Julie,Np,B-A
24,Ngọc,Np,I-A
24,cho,E,O
24,mình,P,O
24,đi,V,O
24,.,CH,O
25,Bot,Np,O
25,ơi,I,O
25,xin,V,O
25,bài,N,O
25,của,E,O
25,Julie,Np,B-A
25,Ngọc,Np,I-A
25,.,CH,O
26,ê,N,O
26,bot,V,O
26,cho,E,O
26,bài,N,O
26,của,E,O
26,Julie,Np,B-A
26,Ngọc,Np,I-A
26,hay,C,O
26,coi,V,O
26,.,CH,O
27,cho,E,O
27,t,N,O
27,bài,N,O
27,của,E,O
27,Julie,Np,B-A
27,Ngọc,Np,I-A
27,nghe,V,O
27,coi,V,O
27,. Bài,N,O
27,của,E,O
27,Julie,Np,B-A
27,Ngọc,Np,I-A
27,có,V,O
27,bài,N,O
27,nào,P,O
27,hay,C,O
27,z,V,O
27,.,CH,O
28,xin,V,O
28,bài,N,O
28,của,E,O
28,Julie,Np,B-A
28,Ngọc,Np,I-A
28,nghe,V,O
28,coi,V,O
28,.,CH,O
29,Cho,V,O
29,tui,P,O
29,bài,N,O
29,hát,V,O
29,của,E,O
29,Julie,Np,B-A
29,Ngọc,Np,I-A
29,đỉnh cao,V,O
29,đi,V,O
29,.,CH,O
30,Cho,V,O
30,mình,P,O
30,hỏi,V,O
30,có,V,O
30,bài,N,O
30,nào,P,O
30,của,E,O
30,Julie,Np,B-A
30,Ngọc,Np,I-A
30,hay,C,O
30,ko,V,O
30,?,CH,O
30,ê,N,O
30,chỉ,R,O
30,t,V,O
30,bài,N,O
30,hát,N,O
30,nào,P,O
30,của,E,O
30,Julie,Np,B-A
30,Ngọc,Np,I-A
30,hợp lý,A,O
30,coi,V,O
30,.,CH,O
31,Julie,Np,B-A
31,Ngọc,Np,I-A
31,có,V,O
31,bài,N,O
31,nào,P,O
31,hay,C,O
31,m,V,O
31,.,CH,O
32,Julie,Np,B-A
32,Ngọc,Np,I-A
32,có,V,O
32,bài,N,O
32,nào,P,O
32,nghe,V,O
32,hay,C,O
32,ko,V,O
32,bot,N,O
32,.,CH,O
33,ví dụ,V,O
33,vài,L,O
33,bài,N,O
33,của,E,O
33,Julie,Np,B-A
33,Ngọc,Np,I-A
33,nghe,V,O
33,đi,V,O
33,iem,V,O
33,.,CH,O
34,cho,E,O
34,bố,N,O
34,mày,P,O
34,ví dụ,V,O
34,vài,L,O
34,bài,N,O
34,của,E,O
34,Julie,Np,B-A
34,Ngọc,Np,I-A
34,đi,V,O
34,m,V,O
34,.,CH,O
35,một số,L,O
35,bài,N,O
35,của,E,O
35,Julie,Np,B-A
35,Ngọc,Np,I-A
35,.,CH,O
36,một,M,O
36,bài,N,O
36,hát,V,O
36,của,E,O
36,Julie,Np,B-A
36,Ngọc,Np,I-A
36,.,CH,O
37,Julie,Np,B-A
37,Ngọc,Np,I-A
37,đi,V,O
37,bot,V,O
37,.,CH,O
38,này,P,O
38,",",CH,O
38,cho,E,O
38,tui,P,O
38,bài,N,O
38,của,E,O
38,Julie,Np,B-A
38,Ngọc,Np,I-A
38,với,E,O
38,.,CH,O
39,examples,V,O
39,về,E,O
39,nhạc,N,O
39,of,V,O
39,Julie,Np,B-A
39,Ngọc,Np,I-A
39,.,CH,O
40,một số,L,O
40,bài,N,O
40,hát,V,O
40,thú vị,A,O
40,của,E,O
40,Julie,Np,B-A
40,Ngọc,Np,I-A
40,.,CH,O
41,một số,L,O
41,bài,N,O
41,hát,V,O
41,thú vị,A,O
41,của,E,O
41,Julie,Np,B-A
41,Ngọc,Np,I-A
41,.,CH,O
42,dí,V,O
42,dụ,V,O
42,vài,L,O
42,bài,N,O
42,của,E,O
42,Julie,Np,B-A
42,Ngọc,Np,I-A
42,dí,V,O
42,dụ,V,O
42,vài,L,O
42,bài,N,O
42,của,E,O
42,Julie,Np,B-A
42,Ngọc,Np,I-A
42,thú,N,O
42,dị,V,O
42,đi,V,O
42,bot,V,O
42,ui,N,O
42,.,CH,O
43,bot,N,O
43,ơi,I,O
43,cho,E,O
43,tui,P,O
43,mấy,L,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,nghe,V,O
43,coi,V,O
43,give,N,O
43,me,V,O
43,an,N,O
43,example,V,O
43,song,C,O
43,of,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,cho,E,O
43,toi,N,O
43,mot,V,O
43,bai,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,e,V,O
43,hay,C,O
43,cho,V,O
43,toi,V,O
43,vai,N,O
43,bai,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,di chỉ,V,O
43,t,V,O
43,mấy,L,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,đi,V,O
43,bot,V,O
43,hmmm,N,O
43,",",CH,O
43,cho,E,O
43,mình,P,O
43,1,M,O
43,bài,N,O
43,của,E,O
43,ca sĩ,N,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,đi,V,O
43,bot,V,O
43,bạn,N,O
43,ei,V,O
43,",",CH,O
43,cho,E,O
43,mình,P,O
43,nghe,V,O
43,1,M,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,đi,V,O
43,bạn,N,O
43,hãy,R,O
43,cho,V,O
43,em,N,O
43,một số,L,O
43,bài,N,O
43,hát,V,O
43,hay,C,O
43,hay,C,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,đi,V,O
43,ạ,T,O
43,sư phụ,N,O
43,",",CH,O
43,cho,V,O
43,đệ tử,V,O
43,xin,V,O
43,một số,L,O
43,bài,N,O
43,hát,V,O
43,do,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,trình bày,V,O
43,đi,V,O
43,sư phụ,V,O
43,onii,N,O
43,chan,V,O
43,",",CH,O
43,cho,V,O
43,e,V,O
43,bài,N,O
43,hát,V,O
43,do,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,hát,V,O
43,đi,V,O
43,onii,V,O
43,mày,P,O
43,ơi,T,O
43,",",CH,O
43,cho,E,O
43,tao,P,O
43,vài,L,O
43,bài,N,O
43,do,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,biểu diễn,V,O
43,nghe,V,O
43,với,E,O
43,coi,V,O
43,dcm,A,O
43,cho,E,O
43,t,V,O
43,mấy,L,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,nghe,V,O
43,coi,V,O
43,đưa,V,O
43,cho,E,O
43,t,N,O
43,danh sách,N,O
43,các,L,O
43,bài,N,O
43,các,L,O
43,bài,N,O
43,hát,V,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,coi,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,có,V,O
43,bài,N,O
43,nào,P,O
43,hay,C,O
43,hãy,R,O
43,cho,V,O
43,tui,P,O
43,một,M,O
43,bài,N,O
43,hát,V,O
43,siu,N,O
43,hay,C,O
43,của,E,O
43,ca sĩ,N,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,xem,V,O
43,nào,P,O
43,này,P,O
43,",",CH,O
43,đưa,V,O
43,1,M,O
43,bài,N,O
43,của,E,O
43,ca sĩ,N,O
43,xem,V,O
43,nào,P,O
43,nhóm,N,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,có,V,O
43,bài,N,O
43,nào,P,O
43,nghe,V,O
43,ổn,A,O
43,ko,N,O
43,nè,T,O
43,bot,N,O
43,",",CH,O
43,cho,E,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,nghe,V,O
43,sủa,V,O
43,vài,L,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,tên,N,O
43,1,M,O
43,bài,N,O
43,hát,V,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,danh sách,N,O
43,các,L,O
43,bài,N,O
43,hát,V,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,hát,V,O
43,những,L,O
43,bài,N,O
43,nào,P,O
43,ê ê,V,O
43,cho,E,O
43,t,N,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,đi,V,O
43,hãy,R,O
43,ví dụ,V,O
43,một,M,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,hãy,R,O
43,ví dụ,V,O
43,một số,L,O
43,bài,N,O
43,hát,V,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,đi,V,O
43,liệt kê,V,O
43,các,L,O
43,bài,N,O
43,hát,V,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,cho,E,O
43,t,N,O
43,xem,V,O
43,gợi ý,N,O
43,t,V,O
43,một số,L,O
43,bài,N,O
43,hát,V,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,gợi ý,V,O
43,t,N,O
43,1,M,O
43,bài,N,O
43,hát,V,O
43,hay,A,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,dm,V,O
43,cho,E,O
43,bố,N,O
43,m,N,O
43,1,M,O
43,bài,N,O
43,của,E,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,danh,N,O
43,sach,V,O
43,cac,N,O
43,bai,V,O
43,hat,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,cho,E,O
43,minh,N,O
43,nghe,V,O
43,bai,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,hay,C,O
43,hay,C,O
43,di,V,O
43,mo,N,O
43,minh,N,O
43,1,M,O
43,bai,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,di,N,O
43,nao,V,O
43,di du,N,O
43,1,M,O
43,bai,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,di a,V,O
43,cho,E,O
43,minh,N,O
43,xin,V,O
43,may,V,O
43,bai,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,voi,N,O
43,a,N,O
43,alo,N,O
43,dua,V,O
43,t,N,O
43,may,V,O
43,bai,N,O
43,cua,V,O
43,Julie,Np,B-A
43,Ngọc,Np,I-A
43,d,M,O
43,Cho,V,O
43,tui,P,O
43,bài,N,O
43,của,E,O
43,Long,Np,B-A
43,Lucca,Np,I-A
43,đi,V,O
43,.,CH,O
44,Có,V,O
44,bài,N,O
44,nào,P,O
44,của,E,O
44,Long,Np,B-A
44,Lucca,Np,I-A
44,hay,C,O
44,hay,C,O
44,không,R,O
44,?,CH,O
44,Bạn,N,O
44,ơi,I,O
44,cho,E,O
44,mình,P,O
44,vài,L,O
44,bài,N,O
44,của,E,O
44,Long,Np,B-A
44,Lucca,Np,I-A
44,đi,V,O
44,.,CH,O
45,Bot,Np,O
45,ơi,I,O
45,gợi ý,V,O
45,nhạc,N,O
45,Long,Np,B-A
45,Lucca,Np,I-A
45,cho,E,O
45,mình,P,O
45,đi,V,O
45,.,CH,O
46,Bot,Np,O
46,ơi,I,O
46,xin,V,O
46,bài,N,O
46,của,E,O
46,Long,Np,B-A
46,Lucca,Np,I-A
46,.,CH,O
47,ê,N,O
47,bot,V,O
47,cho,E,O
47,bài,N,O
47,của,E,O
47,Long,Np,B-A
47,Lucca,Np,I-A
47,hay,C,O
47,coi,V,O
47,.,CH,O
48,cho,E,O
48,t,N,O
48,bài,N,O
48,của,E,O
48,Long,Np,B-A
48,Lucca,Np,I-A
48,nghe,V,O
48,coi,V,O
48,. Bài,N,O
48,của,E,O
48,Long,Np,B-A
48,Lucca,Np,I-A
48,có,V,O
48,bài,N,O
48,nào,P,O
48,hay,C,O
48,z,V,O
48,.,CH,O
49,xin,V,O
49,bài,N,O
49,của,E,O
49,Long,Np,B-A
49,Lucca,Np,I-A
49,nghe,V,O
49,coi,V,O
49,.,CH,O
50,Cho,V,O
50,tui,P,O
50,bài,N,O
50,hát,V,O
50,của,E,O
50,Long,Np,B-A
50,Lucca,Np,I-A
50,đỉnh cao,V,O
50,đi,V,O
50,.,CH,O
51,Cho,V,O
51,mình,P,O
51,hỏi,V,O
51,có,V,O
51,bài,N,O
51,nào,P,O
51,của,E,O
51,Long,Np,B-A
51,Lucca,Np,I-A
51,hay,C,O
51,ko,V,O
51,?,CH,O
51,ê,N,O
51,chỉ,R,O
51,t,V,O
51,bài,N,O
51,hát,N,O
51,nào,P,O
51,của,E,O
51,Long,Np,B-A
51,Lucca,Np,I-A
51,hợp lý,A,O
51,coi,V,O
51,.,CH,O
52,Long,Np,B-A
52,Lucca,Np,I-A
52,có,V,O
52,bài,N,O
52,nào,P,O
52,hay,C,O
52,m,V,O
52,.,CH,O
53,Long,Np,B-A
53,Lucca,Np,I-A
53,có,V,O
53,bài,N,O
53,nào,P,O
53,nghe,V,O
53,hay,C,O
53,ko,V,O
53,bot,N,O
53,.,CH,O
54,ví dụ,V,O
54,vài,L,O
54,bài,N,O
54,của,E,O
54,Long,Np,B-A
54,Lucca,Np,I-A
54,nghe,V,O
54,đi,V,O
54,iem,V,O
54,.,CH,O
55,cho,E,O
55,bố,N,O
55,mày,P,O
55,ví dụ,V,O
55,vài,L,O
55,bài,N,O
55,của,E,O
55,Long,Np,B-A
55,Lucca,Np,I-A
55,đi,V,O
55,m,V,O
55,.,CH,O
56,một số,L,O
56,bài,N,O
56,của,E,O
56,Long,Np,B-A
56,Lucca,Np,I-A
56,.,CH,O
57,một,M,O
57,bài,N,O
57,hát,V,O
57,của,E,O
57,Long,Np,B-A
57,Lucca,Np,I-A
57,.,CH,O
58,Long,Np,B-A
58,Lucca,Np,I-A
58,đi,V,O
58,bot,V,O
58,.,CH,O
59,này,P,O
59,",",CH,O
59,cho,E,O
59,tui,P,O
59,bài,N,O
59,của,E,O
59,Long,Np,B-A
59,Lucca,Np,I-A
59,với,E,O
59,.,CH,O
60,examples,V,O
60,về,E,O
60,nhạc,N,O
60,of,V,O
60,Long,Np,B-A
60,Lucca,Np,I-A
60,.,CH,O
61,một số,L,O
61,bài,N,O
61,hát,V,O
61,thú vị,A,O
61,của,E,O
61,Long,Np,B-A
61,Lucca,Np,I-A
61,.,CH,O
62,một số,L,O
62,bài,N,O
62,hát,V,O
62,thú vị,A,O
62,của,E,O
62,Long,Np,B-A
62,Lucca,Np,I-A
62,.,CH,O
63,dí,V,O
63,dụ,V,O
63,vài,L,O
63,bài,N,O
63,của,E,O
63,Long,Np,B-A
63,Lucca,Np,I-A
63,dí,V,O
63,dụ,V,O
63,vài,L,O
63,bài,N,O
63,của,E,O
63,Long,Np,B-A
63,Lucca,Np,I-A
63,thú,N,O
63,dị,V,O
63,đi,V,O
63,bot,V,O
63,ui,N,O
63,.,CH,O
64,bot,N,O
64,ơi,I,O
64,cho,E,O
64,tui,P,O
64,mấy,L,O
64,bài,N,O
64,của,E,O
64,Long,Np,B-A
64,Lucca,Np,I-A
64,nghe,V,O
64,coi,V,O
64,give,N,O
64,me,V,O
64,an,N,O
64,example,V,O
64,song,C,O
64,of,V,O
64,Long,Np,B-A
64,Lucca,Np,I-A
64,cho,E,O
64,toi,N,O
64,mot,V,O
64,bai,N,O
64,cua,V,O
64,Long,Np,B-A
64,Lucca,Np,I-A
64,e,V,O
64,hay,C,O
64,cho,V,O
64,toi,V,O
64,vai,N,O
64,bai,N,O
64,cua,V,O
64,Long,Np,B-A
64,Lucca,Np,I-A
64,di chỉ,V,O
64,t,V,O
64,mấy,L,O
64,bài,N,O
64,của,E,O
64,Long,Np,B-A
64,Lucca,Np,I-A
64,đi,V,O
64,bot,V,O
64,hmmm,N,O
64,",",CH,O
64,cho,E,O
64,mình,P,O
64,1,M,O
64,bài,N,O
64,của,E,O
64,ca sĩ,N,O
64,Long,Np,B-A
64,Lucca,Np,I-A
64,đi,V,O
64,bot,V,O
64,bạn,N,O
