sentence_idx,word,pos,tag
35,lâm,Np,B-A
35,nguyên,Np,I-A
35,nghe,V,O
35,coi,V,O
36,Tên,N,O
36,1,M,O
36,bài,N,O
36,thuộc,V,O
36,chủ đề,N,O
36,sôi,M,B-M
36,động,M,I-M
36,thể loại,V,O
36,Rock,Np,B-G
37,Một số,L,O
37,bài,N,O
37,nhạc,N,O
37,thú,M,B-M
37,vị,M,I-M
37,thuộc,V,O
37,thể loại,N,O
37,hiphop,M,B-G
38,Chỉ,R,O
38,tôi,P,O
38,1,M,O
38,bài,N,O
38,Usuk,Np,B-G
38,ủ,M,B-M
38,rũ,M,I-M
39,Nói,V,O
39,tôi,P,O
39,nghe,V,O
39,1,M,O
39,bài,N,O
39,hip-hop,M,B-G
39,chán,M,B-M
39,nản,M,I-M
39,nào,P,O
40,Bot,Np,O
40,ơi,I,O
40,cho,E,O
40,tui,P,O
40,mấy,L,O
40,bài,N,O
40,vui,A,B-M
40,của,E,O
40,m4u,Np,B-A
40,nghe,V,O
40,coi,V,O
41,Ê ê,N,O
41,cho,E,O
41,t,N,O
41,bài,N,O
41,của,E,O
41,brenda,Np,B-A
41,đi,V,O
42,một số,L,O
42,bài,N,O
42,hát,V,O
42,thú vị,A,O
42,của,E,O
42,madonna,Np,B-A
43,Nè,Np,O
43,bot,V,O
43,",",CH,O
43,cho,E,O
43,bài,N,O
43,vui,A,B-M
43,của,E,O
43,đan,Np,B-A
43,trường,Np,I-A
43,nghe,V,O
44,cho,E,O
44,tui,P,O
44,bài,N,O
44,nhạc,N,B-G
44,đi,V,O
45,Cho,V,O
45,tôi,P,O
45,môt,V,O
45,bài,N,O
45,của,E,O
45,đan,Np,B-A
45,trường,Np,I-A
46,Cho,V,O
46,mình,P,O
46,hỏi,V,O
46,trung,Np,B-A
46,quân,Np,I-A
46,có,V,O
46,bài,N,O
46,buồn,M,B-M
46,buồn,M,I-M
46,nào,P,O
46,hay,C,O
46,không,R,O
47,Tên,N,O
47,1,M,O
47,bài,N,O
47,thuộc,V,O
47,chủ đề,N,O
47,hạnh,N,B-M
47,phúc,N,I-M
47,thể loại,V,O
47,RAP,Np,B-G
48,alo,N,O
48,đưa,V,O
48,tao,P,O
48,mấy,L,O
48,bài,N,O
48,của,E,O
48,mít,Np,B-A
48,đi,V,O
49,danh sách,N,O
49,các,L,O
49,bài,N,O
49,hát,V,O
49,của,E,O
49,hằng,Np,B-A
49,bingboong,Np,I-A
50,slimv,Np,B-A
50,đi,V,O
50,bot,M,O
51,có,V,O
51,bài,N,O
51,thất,M,B-M
51,tình,M,I-M
51,nào,P,O
51,của,E,O
51,vũ,Np,B-A
51,phụng,Np,I-A
51,tiên,Np,I-A
51,hay,C,O
51,hay,C,O
51,không,R,O
52,Bot,Np,O
52,ơi,I,O
52,xin,V,O
52,bài,N,O
52,của,E,O
52,long,Np,B-A
52,cao,Np,I-A
53,Một,M,O
53,bài,N,O
53,hát,V,O
53,của,E,O
53,hoàng,Np,B-A
53,oanh,Np,I-A
54,Có,V,O
54,bài,N,O
54,Vpop,Np,B-G
54,nào,P,O
54,hay,C,O
54,hay,C,O
54,không,R,O
55,Ê,Np,O
55,chỉ,R,O
55,tôi,P,O
55,bài,N,O
55,anime,M,B-G
55,hợp,V,O
55,tâm trạng,N,O
55,tuyệt,V,B-M
55,vọng,V,I-M
55,coi,V,O
56,tên,N,O
56,1,M,O
56,bài,N,O
56,thuộc,V,O
56,chủ đề,N,O
56,thú,M,B-M
56,vị,M,I-M
56,của,E,O
56,dmyb,Np,B-A
57,chỉ,R,O
57,t,V,O
57,mấy,L,O
57,bài,N,O
57,của,E,O
57,soobin,Np,B-A
57,hoàng,Np,I-A
57,sơn,Np,I-A
57,đi,V,O
57,bot,M,O
58,nhạc,N,B-G
58,ảm,N,B-M
58,thì,C,O
58,có,V,O
58,bài,N,O
58,nào,P,O
58,hay,C,O
59,Một số,L,O
59,bài,N,O
59,của,E,O
59,võ,Np,B-A
59,đình,Np,I-A
59,hiếu,Np,I-A
60,Ví dụ,N,O
60,vài,L,O
60,bài,N,O
60,ủ,M,B-M
60,rũ,M,I-M
60,của,E,O
60,icd,Np,B-A
61,Danh sách,N,O
61,các,L,O
61,bài,N,O
61,của,E,O
61,duy,Np,B-A
61,hoàng,Np,I-A
61,phong,Np,I-A
62,eg,V,O
62,về,E,O
62,tiếng,N,B-G
63,Examples,V,O
63,về,E,O
63,nhạc,N,O
63,tuyệt,V,B-M
63,vọng,V,I-M
63,thể loại,V,O
63,chill,M,B-G
64,1,M,O
64,bài,N,O
64,Trung,Np,B-G
64,Quốc,Np,I-G
65,Hmmm,Np,O
65,",",CH,O
65,cho,E,O
65,mình,P,O
65,1,M,O
65,bài,N,O
65,của,E,O
65,ca sĩ,N,O
65,đan,Np,B-A
65,trường,Np,I-A
65,đi,V,O
65,bot,M,O
66,Sư phụ,N,O
66,",",CH,O
66,cho,V,O
66,đệ tử,V,O
66,xin,V,O
66,một số,L,O
66,bài,N,O
66,hát,V,O
66,nhạc,N,B-G
66,hạnh,N,B-M
66,phúc,N,I-M
66,đi,V,O
66,sư phụ,M,O
67,Cho,E,O
67,mình,P,O
67,nghe,V,O
67,bài,N,O
67,nhạc,N,B-G
67,hưng,M,B-M
67,phấn,M,I-M
67,hay,C,O
67,hay,R,O
67,đi,V,O
68,Give,Np,O
68,me,V,O
68,an,N,O
68,example,V,O
68,song,C,O
68,of,V,O
68,đình,Np,B-A
68,dũng,Np,I-A
69,gợi ý,V,O
69,t,N,O
69,1,M,O
69,bài,N,O
69,hát,V,O
69,hay,A,O
69,của,E,O
69,orin,Np,B-A
70,Chỉ,R,O
70,t,V,O
70,mấy,L,O
70,bài,N,O
70,về,E,O
70,ảm,N,B-M
70,của,E,O
70,tris,Np,B-A
70,đặng,Np,I-A
70,đi,V,O
70,bot,M,O
71,Một vài,L,O
71,bài,N,O
71,JAZZ,Np,B-G
71,chán,M,B-M
71,nản,M,I-M
72,Cho,V,O
72,tôi,P,O
72,biết,V,O
72,một số,L,O
72,bài,N,O
72,hàn,V,B-G
72,thất,M,B-M
72,tình,M,I-M
72,nổi tiếng,A,O
73,Ê,Np,O
73,hãy,R,O
73,cho,V,O
73,tôi,P,O
73,vài,L,O
73,bài,N,O
73,Hip-hop,Np,B-G
73,sầu,M,B-M
73,đi,V,O
74,Mày,P,O
74,ơi,I,O
74,",",CH,O
74,cho,E,O
74,tao,P,O
74,vài,L,O
74,bài,N,O
74,Việt,Np,B-G
74,Nam,Np,I-G
74,chán,M,B-M
74,nản,M,I-M
74,nghe,V,O
74,với,E,O
74,coi,V,O
75,Bài,N,O
75,buồn,A,B-M
75,nào,P,O
75,thuộc,V,O
75,thể loại,N,O
75,nhạc,N,B-G
75,hay,C,O
75,vậy,P,O
76,Có,V,O
76,bài,N,O
76,tiếng,N,B-G
76,ảm,N,B-M
76,nào,P,O
76,hay,C,O
76,hay,C,O
76,không,R,O
77,Cho,E,O
77,mình,P,O
77,nghe,V,O
77,bài,N,O
77,vui,A,B-M
77,vẻ,A,I-M
77,của,E,O
77,16,Np,B-A
77,typh,Np,I-A
77,hay,C,O
77,hay,R,O
77,đi,V,O
78,Bot,Np,O
78,ơi,I,O
78,gợi ý,V,O
78,nhạc,N,O
78,chán,M,B-M
78,nản,M,I-M
78,thể loại,V,O
78,tiếng,N,B-G
78,cho,E,O
78,mình,P,O
78,đi,V,O
79,Bài,N,O
79,nào,P,O
79,V-pop,Np,B-G
79,vui,A,B-M
79,hay,C,O
79,vậy,P,O
80,1,M,O
80,bài,N,O
80,nhạc,N,B-G
80,chán,M,B-M
80,nản,M,I-M
81,Thể loại,N,O
81,v-pop,M,B-G
81,có,V,O
81,bài,N,O
81,nào,P,O
81,nghe,V,O
81,hay,C,O
81,ko,N,O
81,bot,M,O
82,Một số,L,O
82,bài,N,O
82,hát,V,O
82,việt,N,B-G
82,ảm,N,B-M
83,Một số,L,O
83,bài,N,O
83,tiếng,N,B-G
83,giải,V,B-M
83,trí,V,I-M
83,đi,V,O
83,bot,V,O
83,ngu,M,O
84,Cho,V,O
84,tui,P,O
84,bài,N,O
84,chán,M,B-M
84,nản,M,I-M
84,nào,P,O
84,đỉnh cao,V,O
84,của,E,O
84,nam,Np,B-A
84,du,Np,I-A
84,đi,V,O
85,Hiện tại,N,O
85,tui,P,O
85,đang,R,O
85,cảm thấy,V,O
85,rất,R,O
85,chán,M,B-M
85,nản,M,I-M
86,Ê,Np,O
86,bot,V,O
86,cho,E,O
86,bài,N,O
86,k-pop,M,B-G
86,buồn,M,B-M
86,rầu,M,I-M
86,hay,C,O
86,coi,V,O
87,bài,N,O
87,hàn,V,B-G
87,đi,V,O
87,bot,M,O
88,thể loại,N,O
88,dance,M,B-G
88,có,V,O
88,bài,N,O
88,nào,P,O
88,hay,C,O
88,mày,P,O
89,này,P,O
89,",",CH,O
89,cho,E,O
89,tui,P,O
89,bài,N,O
89,nào,P,O
89,buồn,M,B-M
89,buồn,M,I-M
89,của,E,O
89,ARTIST ],V,O
89,với,E,O
90,Bạn,N,O
90,ơi,I,O
90,mở,V,O
90,cho,E,O
90,mình,P,O
90,bài,N,O
90,âu,N,B-G
90,buồn,M,B-M
90,buồn,M,I-M
90,nghe,V,O
90,với,E,O
91,này,P,O
91,",",CH,O
91,cho,E,O
91,tui,P,O
91,bài,N,O
91,GENRE ],V,O
91,với,E,O
92,buồn,A,B-M
92,có,V,O
92,bài,N,O
92,tiếng,N,B-G
92,nào,P,O
92,hay,C,O
92,vậy,P,O
92,bot,M,O
93,Examples,V,O
93,về,E,O
93,nhạc,N,O
93,giải,V,B-M
93,trí,V,I-M
93,thể loại,V,O
93,Trung,Np,B-G
93,Quốc,Np,I-G
94,một số,L,O
94,bài,N,O
94,hát,V,O
94,thú vị,A,O
94,về,E,O
94,nhạc,N,B-G
95,jaykii,Np,B-A
95,đi,V,O
95,bot,M,O
96,bot,N,O
96,ơi,I,O
96,xin,V,O
96,bài,N,O
96,vui,A,B-M
96,vẻ,A,I-M
97,Liệt kê,V,O
97,các,L,O
97,bài,N,O
97,hát,V,O
97,của,E,O
97,x2x,Np,B-A
97,cho,E,O
97,t,N,O
97,xem,V,O
98,Cho,E,O
98,tôi,P,O
98,bài,N,O
98,ANIME,Np,B-G
98,sôi,M,B-M
98,động,M,I-M
98,nghe,V,O
98,coi,V,O
99,Hiện tại,N,O
99,tui,P,O
99,đang,R,O
99,cảm thấy,V,O
99,rất,R,O
99,chán,M,B-M
99,nản,M,I-M
100,Chỉ,R,O
100,tôi,P,O
100,vài,L,O
100,bài,N,O
100,nhạc,N,B-G
100,nào,P,O
101,Cho,V,O
101,tôi,P,O
101,một,M,O
101,bài,N,O
101,sầu,M,B-M
101,muộn,M,I-M
101,của,E,O
101,tam,Np,B-A
101,hổ,Np,I-A
102,tên,N,O
102,1,M,O
102,bài,N,O
102,thuộc,V,O
102,thể loại,N,O
102,rock,M,B-G
103,Cho,V,O
103,tui,P,O
103,bài,N,O
103,EDM,Np,B-G
103,yêu,V,B-M
103,đi,V,O
104,cho,E,O
104,tao,P,O
104,bài,N,O
104,của,E,O
104,jonas,Np,B-A
104,blue,Np,I-A
104,nghe,V,O
104,coi,V,O
105,Chỉ,R,O
105,mình,P,O
105,vài,L,O
105,bài,N,O
105,ballad,M,B-G
105,tuyệt,V,B-M
105,vọng,V,I-M
105,nào,P,O
106,bạn,N,O
106,ơi,I,O
106,cho,E,O
106,mình,P,O
106,vài,L,O
106,bài,N,O
106,hip-hop,M,B-G
106,đi,V,O
107,Bạn,N,O
107,ơi,I,O
107,cho,E,O
107,mình,P,O
107,vài,L,O
107,bài,N,O
107,của,E,O
107,khắc,Np,B-A
107,hưng,Np,I-A
107,đi,V,O
108,Liệt kê,V,O
108,các,L,O
108,bài,N,O
108,hát,V,O
108,của,E,O
108,lương,Np,B-A
108,minh,Np,I-A
108,trang,Np,I-A
108,cho,E,O
108,t,N,O
108,xem,V,O
109,Danh sách,N,O
109,các,L,O
109,bài,N,O
109,hát,V,O
109,của,E,O
109,hùng,Np,B-A
109,hào,Np,I-A
109,hoa,Np,I-A
110,ví dụ,N,O
110,1,M,O
110,bài,N,O
110,của,E,O
110,thế,Np,B-A
110,bảo,Np,I-A
110,đi,V,O
110,ạ,T,O
111,mày,P,O
111,ơi,I,O
111,",",CH,O
111,cho,E,O
111,tao,P,O
111,vài,L,O
111,bài,N,O
111,do,E,O
111,khải,Np,B-A
111,biểu diễn,V,O
111,nghe,V,O
111,với,E,O
111,coi,V,O
112,chỉ,R,O
112,mình,P,O
112,vài,L,O
112,bài,N,O
112,vui,A,B-M
112,vẻ,A,I-M
112,của,E,O
112,song,Np,B-A
112,thư,Np,I-A
112,nào,P,O
113,Nói,V,O
113,tôi,P,O
113,nghe,V,O
113,1,M,O
113,bài,N,O
113,v-pop,M,B-G
113,vui,A,B-M
113,vẻ,A,I-M
113,nào,P,O
114,chán,M,B-M
114,nản,M,I-M
114,có,V,O
114,bài,N,O
114,ANIME,Np,B-G
114,nào,P,O
114,hay,C,O
114,vậy,P,O
114,bot,M,O
115,hãy,R,O
115,ví dụ,V,O
115,một,M,O
115,bài,N,O
115,của,E,O
115,ellie,Np,B-A
115,goulding,Np,I-A
116,Hãy,R,O
116,cho,V,O
116,em,N,O
116,một số,L,O
116,bài,N,O
116,hát,V,O
116,hay,C,O
116,hay,C,O
116,hợp,V,O
116,với,E,O
116,tâm trạng,N,O
116,vui,M,B-M
116,tươi,M,I-M
116,của,E,O
116,lym,Np,B-A
116,đi,V,O
116,ạ,T,O
117,ví dụ,N,O
117,vài,L,O
117,bài,N,O
117,trầm,M,B-M
117,cảm,M,I-M
117,nghe,V,O
117,đi,V,O
117,em,N,O
118,Nói,V,O
118,tôi,P,O
118,nghe,V,O
118,1,M,O
118,bài,N,O
118,INDIE,Np,B-G
118,yêu,V,B-M
118,nào,P,O
119,ví dụ,N,O
119,vài,L,O
119,bài,N,O
119,của,E,O
119,nguyễn,Np,B-A
119,hoàng,Np,I-A
119,nam,Np,I-A
120,Examples,V,O
120,về,E,O
120,nhạc,N,O
120,of,V,O
120,thu,Np,B-A
120,minh,Np,I-A
121,Một số,L,O
121,bài,N,O
121,hát,V,O
121,thú vị,A,O
121,thuộc,V,O
121,thể loại,N,O
121,nhạc,N,B-G
122,danh sách,N,O
122,các,L,O
122,bài,N,O
122,hát,V,O
122,vui,M,B-M
122,nhộn,M,I-M
122,của,E,O
122,lady,Np,B-A
122,gaga,Np,I-A
123,Đưa,V,O
123,cho,E,O
123,ttao,N,O
123,danh sách,N,O
123,các,L,O
123,bài,N,O
123,buồn,M,B-M
123,buồn,M,I-M
123,của,E,O
123,hồ,Np,B-A
123,quỳnh,Np,I-A
123,hương,Np,I-A
123,coi,V,O
124,Chỉ,R,O
124,tôi,P,O
124,1,M,O
124,bài,N,O
124,Vpop,Np,B-G
124,giải,V,B-M
124,trí,V,I-M
125,alo,N,O
125,đưa,V,O
125,tao,P,O
125,mấy,L,O
125,bài,N,O
125,của,E,O
125,ron,Np,B-A
125,phan,Np,I-A
125,đi,V,O
126,Ví dụ,N,O
126,1,M,O
126,bài,N,O
126,của,E,O
126,thanh,Np,B-A
126,hưng,Np,I-A
126,đi,V,O
126,ạ,T,O
127,Onii,Np,O
127,chan,V,O
127,",",CH,O
127,cho,E,O
127,em,N,O
127,bài,N,O
127,vui,M,B-M
127,tươi,M,I-M
127,đi,V,O
127,onii,M,O
128,Onii,Np,O
128,chan,V,O
128,",",CH,O
128,cho,E,O
128,em,N,O
128,bài,N,O
128,sầu,M,B-M
128,muộn,M,I-M
128,của,E,O
128,yan,Np,B-A
128,nguyễn,Np,I-A
128,đi,V,O
128,onii,M,O
129,Ê,Np,O
129,bot,V,O
129,cho,E,O
129,bài,N,O
129,của,E,O
129,winner,Np,B-A
129,hay,C,O
129,coi,V,O
130,Ví dụ,N,O
130,vài,L,O
130,bài,N,O
130,buồn,M,B-M
130,rầu,M,I-M
130,của,E,O
130,pc,Np,B-A
131,Hãy,R,O
131,cho,V,O
131,em,N,O
131,một số,L,O
131,bài,N,O
131,hát,V,O
131,hay,C,O
131,hay,C,O
131,hợp,V,O
131,với,E,O
131,tâm trạng,N,O
131,vui,M,B-M
131,nhộn,M,I-M
131,của,E,O
131,han,Np,B-A
131,sara,Np,I-A
131,đi,V,O
131,ạ,T,O
132,Cho,V,O
132,mình,P,O
132,tên,N,O
132,bài,N,O
132,hát,V,O
132,chủ đề,V,O
132,hạnh,N,B-M
132,phúc,N,I-M
132,thể loại,V,O
132,ANIME,Np,B-G
133,Ê ê,N,O
133,cho,E,O
133,t,N,O
133,bài,N,O
133,của,E,O
133,đào,Np,B-A
133,tín,Np,I-A
133,đi,V,O
134,Một số,L,O
134,bài,N,O
134,nhạc,N,O
134,ủ,M,B-M
134,rũ,M,I-M
134,của,E,O
134,lý,Np,B-A
134,hải,Np,I-A
135,Nè,Np,O
135,bot,V,O
135,",",CH,O
135,cho,E,O
135,bài,N,O
135,của,E,O
135,huỳnh,Np,B-A
135,thông,Np,I-A
135,nghe,V,O
136,give,N,O
136,me,V,O
136,an,N,O
136,example,V,O
136,tuyệt,V,B-M
136,vọng,V,I-M
136,of,V,O
136,shakira,Np,B-A
136,song,M,O
137,Bạn,N,O
137,ơi,I,O
137,cho,E,O
137,mình,P,O
137,vài,L,O
137,bài,N,O
137,vui,A,B-M
137,vẻ,A,I-M
137,của,E,O
137,linh,Np,B-A
137,cáo,Np,I-A
137,đi,V,O
138,cho,E,O
138,tui,P,O
138,bài,N,O
138,nào,P,O
138,sôi,M,B-M
138,động,M,I-M
138,của,E,O
138,võ,Np,B-A
138,kiều,Np,I-A
138,vân,Np,I-A
138,đi,V,O
139,hãy,R,O
139,cho,V,O
139,tui,P,O
139,một,M,O
139,bài,N,O
139,hát,V,O
139,siu,N,O
139,hay,C,O
139,của,E,O
139,ca sĩ,N,O
139,mr.siro,Np,B-A
139,xem,V,O
139,nào,P,O
140,đưa,V,O
140,cho,E,O
140,t,N,O
140,danh sách,N,O
140,các,L,O
140,bài,N,O
140,các,L,O
140,bài,N,O
140,hát,V,O
140,của,E,O
140,gigi,Np,B-A
140,hương,Np,I-A
140,giang,Np,I-A
140,coi,V,O
141,Một số,L,O
141,bài,N,O
141,nhạc,N,O
141,sầu,M,B-M
141,thuộc,V,O
141,thể loại,N,O
141,K-POP,Np,B-G
142,Ví dụ,N,O
142,vài,L,O
142,bài,N,O
142,rock,M,B-G
142,mà,C,O
142,hưng,M,B-M
142,phấn,M,I-M
142,nghe,V,O
142,đi,V,O
142,em,N,O
143,Nè,Np,O
143,bot,V,O
143,",",CH,O
143,cho,E,O
143,bài,N,O
143,v-pop,M,B-G
143,nghe,V,O
144,Một số,L,O
144,bài,N,O
144,trầm,M,B-M
144,cảm,M,I-M
144,của,E,O
144,thanh,Np,B-A
144,hưng,Np,I-A
144,đi,V,O
144,bot,V,O
144,ngu,M,O
145,bài,N,O
145,buồn,M,B-M
145,buồn,M,I-M
145,của,E,O
145,duongg,Np,B-A
145,đi,V,O
145,bot,M,O
146,Sủa,Np,O
146,vài,L,O
146,bài,N,O
146,nhạc,N,B-G
146,nghe,V,O
146,coi,V,O
147,Một,M,O
147,bài,N,O
147,hát,V,O
147,Âu,Np,B-G
147,sầu,M,B-M
147,muộn,M,I-M
148,Cho,V,O
148,tôi,P,O
148,biết,V,O
148,một số,L,O
148,bài,N,O
148,CPop,Np,B-G
148,ủ,M,B-M
148,rũ,M,I-M
148,nổi tiếng,A,O
149,Sư phụ,N,O
149,",",CH,O
149,cho,V,O
149,đệ tử,V,O
149,xin,V,O
149,một số,L,O
149,bài,N,O
149,hát,V,O
149,JAZZ,Np,B-G
149,thú,M,B-M
149,vị,M,I-M
149,đi,V,O
149,sư phụ,M,O
150,Một số,L,O
150,bài,N,O
150,của,E,O
150,hamlet,Np,B-A
150,trương,Np,I-A
151,bot,N,O
151,ơi,I,O
151,gợi ý,V,O
151,nhạc,N,O
151,nguyễn,Np,B-A
151,trần,Np,I-A
151,trung,Np,I-A
151,quân,Np,I-A
151,cho,E,O
151,mình,P,O
151,đi,V,O
152,1,M,O
152,bài,N,O
152,Âu,N,B-G
152,chán,M,B-M
152,nản,M,I-M
153,Một số,L,O
153,bài,N,O
153,nhạc,N,O
153,buồn,M,B-M
153,rầu,M,I-M
153,thuộc,V,O
153,thể loại,N,O
153,Dance,Np,B-G
154,Xin,V,O
154,bài,N,O
154,k-pop,M,B-G
154,vui,M,B-M
154,tươi,M,I-M
154,nghe,V,O
154,coi,V,O
155,Bạn,N,O
155,ơi,I,O
155,cho,E,O
155,mình,P,O
155,vài,L,O
155,bài,N,O
155,Rap,Np,B-G
155,buồn,M,B-M
155,buồn,M,I-M
155,đi,V,O
156,cho,E,O
156,tui,P,O
156,bài,N,O
156,nào,P,O
156,trầm,M,B-M
156,cảm,M,I-M
156,của,E,O
156,minh,Np,B-A
156,tuyết,Np,I-A
156,đi,V,O
157,có,V,O
157,bài,N,O
157,Rap,Np,B-G
157,nào,P,O
157,đau,A,B-M
157,khổ,A,I-M
157,mà,C,O
157,hay,C,O
157,không,R,O
158,Xin,V,O
158,bài,N,O
158,K-pop,Np,B-G
158,ảm,N,B-M
158,nghe,V,O
158,coi,V,O
159,bot,N,O
159,ơi,I,O
159,xin,V,O
159,bài,N,O
159,kpop,M,B-G
