sentence_idx,word,pos,tag
53,bài,N,O
53,CHILL,Np,B-G
53,sôi_động,M,B-M
53,nghe,V,O
53,với,E,O
53,coi,V,O
54,Cho,E,O
54,mình,P,O
54,nghe,V,O
54,bài,N,O
54,hàn,V,B-G
54,xẻng,N,I-G
54,chán_nản,M,B-M
54,hay,C,O
54,hay,R,O
54,đi,V,O
55,Này,P,O
55,",",CH,O
55,cho,E,O
55,tui,P,O
55,bài,N,O
55,nào,P,O
55,vui_vẻ,A,B-M
55,của,E,O
55,trà_my,M,B-A
55,với,E,O
56,Bài,N,O
56,rap,M,B-G
56,vui_tươi,M,B-M
56,đi,V,O
56,bot,M,O
57,này,P,O
57,",",CH,O
57,cho,E,O
57,tui,P,O
57,bài,N,O
57,nào,P,O
57,tuyệt_vọng,V,B-M
57,của,E,O
57,anh,Nc,B-A
57,hảo,V,I-A
57,với,E,O
58,Nói,V,O
58,tôi,P,O
58,nghe,V,O
58,1,M,O
58,bài,N,O
58,tiếng,N,B-G
58,hàn,V,I-G
58,đau_khổ,A,B-M
58,nào,P,O
59,Ví_dụ,N,O
59,vài,L,O
59,bài,N,O
59,C-POP,Np,B-G
59,vui,A,B-M
59,vui,A,I-M
59,thú_vị,A,O
59,đi,V,O
59,bot,V,O
59,ơi,T,O
60,cho,E,O
60,t,N,O
60,bài,N,O
60,v-pop,M,B-G
60,nghe,V,O
60,coi,V,O
61,Một,M,O
61,bài,N,O
61,hát,V,O
61,của,E,O
61,lương,N,B-A
61,bích,N,I-A
61,hữu,M,I-A
62,Cho,V,O
62,mình,P,O
62,tên,N,O
62,bài,N,O
62,hát,V,O
62,chủ_đề,V,O
62,đau_khổ,A,B-M
62,thể_loại,V,O
62,Hip-Hop,Np,B-G
63,Tên,N,O
63,1,M,O
63,bài,N,O
63,thuộc,V,O
63,chủ_đề,N,O
63,vui,A,B-M
63,vui,A,I-M
63,của,E,O
63,ngô,N,B-A
63,lan,V,I-A
63,hương,N,I-A
64,Sư_phụ,N,O
64,",",CH,O
64,cho,V,O
64,đệ_tử,V,O
64,xin,V,O
64,một_số,L,O
64,bài,N,O
64,hát,V,O
64,tuyệt_vọng,V,B-M
64,của,E,O
64,monstar,M,B-A
64,đi,V,O
64,sư_phụ,M,O
65,1,M,O
65,bài,N,O
65,nhạc,N,B-G
65,Việt,Np,I-G
65,vui,A,B-M
66,một,M,O
66,bài,N,O
66,hát,V,O
66,thú_vị,M,B-M
66,của,E,O
66,phương,N,B-A
66,linh,M,I-A
67,một_số,L,O
67,bài,N,O
67,của,E,O
67,võ,N,B-A
67,kiều,N,I-A
67,vân,M,I-A
68,Bài,N,O
68,nào,P,O
68,rock,M,B-G
68,buồn,A,B-M
68,hay,C,O
68,vậy,P,O
69,Này,P,O
69,",",CH,O
69,cho,E,O
69,tui,P,O
69,bài,N,O
69,của,E,O
69,thanh_tuyền,M,B-A
69,với,E,O
70,bài,N,O
70,của,E,O
70,thu,V,B-A
70,thủy,M,I-A
70,có,V,O
70,bài,N,O
70,nào,T,O
70,hay,C,O
70,vậy,P,O
71,ê,N,O
71,bot,V,O
71,cho,E,O
71,bài,N,O
71,hạnh_phúc,N,B-M
71,của,E,O
71,the,N,B-A
71,cassette,M,I-A
71,hay,C,O
71,coi,V,O
72,Xin,V,O
72,bài,N,O
72,của,E,O
72,cao,A,B-A
72,nam,N,I-A
72,thành,V,I-A
72,nghe,V,O
72,coi,V,O
73,Một_số,L,O
73,bài,N,O
73,hát,V,O
73,thú_vị,A,O
73,của,E,O
73,pjnboys,M,B-A
74,Dcm,Np,O
74,cho,E,O
74,tao,P,O
74,bài,N,O
74,Ballad,Np,B-G
74,buồn_rầu,M,B-M
74,nghe,V,O
74,coi,V,O
75,Gợi_ý,V,O
75,t,N,O
75,1,M,O
75,bài,N,O
75,hát,V,O
75,hay,A,O
75,của,E,O
75,võ,N,B-A
75,ê,N,I-A
75,vo,M,I-A
76,Bạn,N,O
76,ơi,I,O
76,mở,V,O
76,cho,E,O
76,mình,P,O
76,bài,N,O
76,Cpop,Np,B-G
76,giải_trí,V,B-M
76,nghe,V,O
76,với,E,O
77,Một_số,L,O
77,bài,N,O
77,hát,V,O
77,Hip-Hop,Np,B-G
77,sầu_muộn,M,B-M
78,Tên,N,O
78,1,M,O
78,bài,N,O
78,thuộc,V,O
78,chủ_đề,N,O
78,sầu,M,B-M
78,thể_loại,V,O
78,Tiếng,N,B-G
78,Trung,Np,I-G
79,Ví_dụ,N,O
79,vài,L,O
79,bài,N,O
79,thất_tình,M,B-M
79,thú_vị,A,O
79,đi,V,O
79,bot,V,O
79,ơi,I,O
79,của,E,O
79,nguyễn_hải_yến,M,B-A
80,Xin,V,O
80,bài,N,O
80,của,E,O
80,wowy,M,B-A
80,nghe,V,O
80,coi,V,O
81,chỉ,R,O
81,tao,P,O
81,mấy,L,O
81,bài,N,O
81,của,E,O
81,jax,N,B-A
81,jones,M,I-A
81,đi,V,O
81,bot,M,O
82,Cho,E,O
82,mình,P,O
82,nghe,V,O
82,bài,N,O
82,nhạc,N,B-G
82,hàn,V,I-G
82,hay,C,O
82,hay,R,O
82,đi,V,O
83,Mở,V,O
83,mình,P,O
83,1,M,O
83,bài,N,O
83,ủ_rũ,M,B-M
83,đi,V,O
83,nào,P,O
84,mày,P,O
84,ơi,I,O
84,",",CH,O
84,cho,E,O
84,tao,P,O
84,vài,L,O
84,bài,N,O
84,thất_tình,M,B-M
84,của,E,O
84,madonna,M,B-A
84,nghe,V,O
84,với,E,O
84,coi,V,O
85,Sư_phụ,N,O
85,",",CH,O
85,cho,V,O
85,đệ_tử,V,O
85,xin,V,O
85,một_số,L,O
85,bài,N,O
85,hát,V,O
85,K-pop,Np,B-G
85,buồn,A,B-M
85,đi,V,O
85,sư_phụ,M,O
86,1,M,O
86,bài,N,O
86,thú_vị,M,B-M
86,của,E,O
86,sendoh,M,B-A
87,Này,P,O
87,",",CH,O
87,đưa,V,O
87,1,M,O
87,bài,N,O
87,VPOP,Np,B-G
87,trầm_cảm,M,B-M
87,xem,V,O
87,nào,P,O
88,Cho,E,O
88,mình,P,O
88,nghe,V,O
88,bài,N,O
88,Cpop,Np,B-G
88,vui,A,B-M
88,hay,C,O
88,hay,R,O
88,đi,V,O
89,một_số,L,O
89,bài,N,O
89,hát,V,O
89,thuộc,V,O
89,thể_loại,N,O
89,ANIME,Np,B-G
89,đi,V,O
89,bot,V,O
89,ngu,M,O
90,Cho,E,O
90,bố,N,O
90,mày,P,O
90,ví_dụ,V,O
90,bài,N,O
90,Cpop,Np,B-G
90,thất_tình,M,B-M
90,đi,V,O
90,mày,P,O
91,sủa,V,O
91,vài,L,O
91,bài,N,O
91,của,E,O
91,noo,N,B-A
91,phước,N,I-A
91,thịnh,M,I-A
92,Tên,N,O
92,1,M,O
92,bài,N,O
92,thuộc,V,O
92,thể_loại,N,O
92,tiếng,N,B-G
92,hàn,V,I-G
93,bot,N,O
93,ơi,I,O
93,cho,E,O
93,tui,P,O
93,mấy,L,O
93,bài,N,O
93,jazz,M,B-G
93,nghe,V,O
93,coi,V,O
94,Xin,V,O
94,bài,N,O
94,hạnh_phúc,N,B-M
94,của,E,O
94,mạnh,A,B-A
94,quỳnh,M,I-A
94,nghe,V,O
94,coi,V,O
95,Ê,Np,O
95,chỉ,R,O
95,tôi,P,O
95,bài,N,O
95,Hàn_Quốc,Np,B-G
95,hợp,V,O
95,tâm_trạng,N,O
95,vui_vẻ,A,B-M
95,coi,V,O
96,này,P,O
96,",",CH,O
96,cho,E,O
96,tui,P,O
96,bài,N,O
96,nào,P,O
96,sầu_muộn,M,B-M
96,với,E,O
97,Bạn,N,O
97,ê,V,O
97,",",CH,O
97,cho,E,O
97,mình,P,O
97,nghe,V,O
97,1,M,O
97,bài,N,O
97,hưng_phấn,M,B-M
97,đi,V,O
97,bạn,N,O
97,thể_loại,V,O
97,Hip-hop,Np,B-G
97,nha,T,O
98,Sủa,Np,O
98,vài,L,O
98,bài,N,O
98,hiphop,M,B-G
98,tuyệt_vọng,V,B-M
98,nghe,V,O
98,coi,V,O
99,cho,E,O
99,tao,P,O
99,bài,N,O
99,của,E,O
99,tuấn,N,B-A
99,cry,M,I-A
99,nghe,V,O
99,coi,V,O
100,Thể_loại,N,O
100,ballad,M,B-G
100,có,V,O
100,bài,N,O
100,nào,T,O
100,hay,C,O
100,vậy,P,O
100,bot,M,O
101,ê,N,O
101,bot,V,O
101,cho,E,O
101,bài,N,O
101,của,E,O
101,bảo,V,B-A
101,thy,V,I-A
101,hay,C,O
101,coi,V,O
102,Ê_ê,N,O
102,cho,E,O
102,t,N,O
102,bài,N,O
102,của,E,O
102,đàm,N,B-A
102,vĩnh_hưng,M,I-A
102,đi,V,O
103,cho,E,O
103,mình,P,O
103,tên,N,O
103,bài,N,O
103,hát,V,O
103,chủ_đề,V,O
103,buồn_buồn,M,B-M
103,của,E,O
103,dương,N,B-A
103,hoàng_yến,M,I-A
104,một_số,L,O
104,bài,N,O
104,hát,V,O
104,thú_vị,A,O
104,của,E,O
104,ưng,N,B-A
104,đại_vệ,M,I-A
105,bạn,N,O
105,ơi,I,O
105,mở,V,O
105,cho,E,O
105,mình,P,O
105,bài,N,O
105,nhạc,N,B-G
105,Việt Nam,Np,I-G
105,nghe,V,O
105,với,E,O
106,Ví_dụ,N,O
106,vài,L,O
106,bài,N,O
106,Dance,Np,B-G
106,nghe,V,O
106,đi,V,O
106,em,N,O
107,bác_sĩ,N,B-A
107,mập,A,I-A
107,hồng,M,I-A
107,có,V,O
107,bài,N,O
107,nào,P,O
107,hay,C,O
108,Danh_sách,N,O
108,các,L,O
108,bài,N,O
108,hát,V,O
108,của,E,O
108,r,N,B-A
108,.,CH,I-A
108,i,M,I-A
108,.,CH,I-A
108,c,N,I-A
108,.,CH,I-A
108,k,M,I-A
109,Cho,E,O
109,bố,N,O
109,mày,P,O
109,ví_dụ,V,O
109,bài,N,O
109,Jazz,Np,B-G
109,sầu,M,B-M
109,đi,V,O
109,mày,P,O
110,có,V,O
110,bài,N,O
110,k-pop,M,B-G
110,nào,P,O
110,hay,C,O
110,hay,C,O
110,không,R,O
111,Cho,E,O
111,tôi,P,O
111,bài,N,O
111,ANIME,Np,B-G
111,vui_tươi,M,B-M
111,nghe,V,O
111,coi,V,O
112,gợi_ý,V,O
112,t,N,O
112,1,M,O
112,bài,N,O
112,hát,V,O
112,hay,A,O
112,của,E,O
112,lil,N,B-A
112,zpoet,M,I-A
113,Xin,V,O
113,bài,N,O
113,BALLAD,Np,B-G
113,nghe,V,O
113,coi,V,O
114,Chỉ,R,O
114,tôi,P,O
114,1,M,O
114,bài,N,O
114,đau_khổ,A,B-M
114,của,E,O
114,gemini,N,B-A
114,band,M,I-A
115,Một,M,O
115,bài,N,O
115,hát,V,O
115,của,E,O
115,a,N,B-A
115,.,CH,I-A
115,c,V,I-A
115,xuân,N,I-A
115,tài,N,I-A
116,sủa,V,O
116,vài,L,O
116,bài,N,O
116,ballad,M,B-G
116,nghe,V,O
116,coi,V,O
117,hãy,R,O
117,cho,V,O
117,tui,P,O
117,một,M,O
117,bài,N,O
117,hát,V,O
117,siu,N,O
117,hay,C,O
117,của,E,O
117,ca_sĩ,N,O
117,lyly,M,B-A
117,xem,V,O
117,nào,P,O
118,Một_vài,L,O
118,bài,N,O
118,us-uk,M,B-G
118,chán_nản,M,B-M
119,Có,V,O
119,bài,N,O
119,nhạc,N,B-G
119,trẻ,A,I-G
119,tuyệt_vọng,V,B-M
119,nào,P,O
119,hay,C,O
119,hay,C,O
119,không,R,O
120,V-pop,Np,B-G
120,sôi_động,M,B-M
120,thì,C,O
120,có,V,O
120,bài,N,O
120,nào,P,O
120,hay,C,O
121,Danh_sách,N,O
121,các,L,O
121,bài,N,O
121,của,E,O
121,t,N,B-A
121,team,M,I-A
122,bot,N,O
122,ơi,I,O
122,xin,V,O
122,bài,N,O
122,buồn_buồn,M,B-M
122,của,E,O
122,andree,M,B-A
123,Đưa,V,O
123,cho,E,O
123,tui,P,O
123,danh_sách,N,O
123,các,L,O
123,bài,N,O
123,anime,M,B-G
123,coi,V,O
124,thú_vị,M,B-M
124,có,V,O
124,bài,N,O
124,nào,T,O
124,hay,C,O
124,vậy,P,O
124,bot,M,O
125,examples,V,O
125,về,E,O
125,nhạc,N,O
125,of,V,O
125,yuno,N,B-A
125,bigboi,M,I-A
126,Một_số,L,O
126,bài,N,O
126,hát,V,O
126,v-pop,M,B-G
126,trầm_cảm,M,B-M
127,bạn,N,O
127,ơi,I,O
127,",",CH,O
127,cho,E,O
127,mình,P,O
127,nghe,V,O
127,1,M,O
127,bài,N,O
127,của,E,O
127,orange,M,B-A
127,đi,V,O
127,bạn,N,O
128,Sư_phụ,N,O
128,",",CH,O
128,cho,V,O
128,đệ_tử,V,O
128,xin,V,O
128,một_số,L,O
128,bài,N,O
128,hát,V,O
128,ballad,M,B-G
128,đi,V,O
128,sư_phụ,M,O
129,Bot,Np,O
129,ơi,I,O
129,cho,E,O
129,tui,P,O
129,mấy,L,O
129,bài,N,O
129,hàn,V,B-G
129,xẻng,N,I-G
129,nghe,V,O
129,coi,V,O
130,Chỉ,R,O
130,t,V,O
130,mấy,L,O
130,bài,N,O
130,về,E,O
130,cpop,M,B-G
130,mà,C,O
130,chán_nản,M,B-M
130,đi,V,O
130,bot,M,O
131,Hãy,R,O
131,ví_dụ,V,O
131,một_số,L,O
131,bài,N,O
131,hát,V,O
131,của,E,O
131,monstar,M,B-A
131,đi,V,O
132,Hãy,R,O
132,cho,V,O
132,tui,P,O
132,một,M,O
132,bài,N,O
132,hát,V,O
132,siêu,Z,O
132,hay,C,O
132,mà,C,O
132,đau_khổ,A,B-M
132,xem,V,O
132,nào,P,O
133,Có,V,O
133,bài,N,O
133,INDIE,Np,B-G
133,thất_tình,M,B-M
133,nào,P,O
133,hay,C,O
133,hay,C,O
133,không,R,O
134,Cho,E,O
134,bố,N,O
134,mày,P,O
134,ví_dụ,V,O
134,vài,L,O
134,bài,N,O
134,của,E,O
134,2,M,B-A
134,shy,N,I-A
134,đi,V,O
134,mày,P,O
135,Bot,Np,O
135,ơi,I,O
135,cho,E,O
135,tui,P,O
135,mấy,L,O
135,bài,N,O
135,tiếng,N,B-G
135,việt,M,I-G
135,hưng_phấn,M,B-M
135,nghe,V,O
135,coi,V,O
136,cho,E,O
136,mình,P,O
136,xin,V,O
136,mấy,L,O
136,bài,N,O
136,của,E,O
136,phạm,N,B-A
136,hoài,R,I-A
136,nam,N,I-A
136,với,E,O
136,ạ,T,O
137,cho,E,O
137,bố,N,O
137,mày,P,O
137,ví_dụ,V,O
137,bài,N,O
137,vui,A,B-M
137,vui,A,I-M
137,của,E,O
137,iggy,N,B-A
137,azalea,M,I-A
137,đi,V,O
137,mày,P,O
138,Đưa,V,O
138,cho,E,O
138,tao,P,O
138,danh_sách,N,O
138,các,L,O
138,bài,N,O
138,k-pop,M,B-G
138,chán_nản,M,B-M
138,coi,V,O
139,1,M,O
139,bài,N,O
139,vui,A,B-M
139,của,E,O
139,đàm,N,B-A
139,vĩnh_hưng,M,I-A
139,đi,V,O
139,nào,P,O
140,Hãy,R,O
140,cho,V,O
140,em,N,O
140,một_số,L,O
140,bài,N,O
140,hát,V,O
140,Rock,Np,B-G
140,hay,C,O
140,hay,C,O
140,hợp,V,O
140,với,E,O
140,tâm_trạng,N,O
140,vui_vẻ,A,B-M
140,đi,V,O
140,ạ,T,O
141,Ví_dụ,N,O
141,vài,L,O
141,bài,N,O
141,của,E,O
141,min,M,B-A
141,nghe,V,O
141,đi,V,O
141,em,N,O
142,bot,N,O
142,ơi,I,O
142,cho,E,O
142,tui,P,O
142,mấy,L,O
142,bài,N,O
142,yêu,V,B-M
142,đời,N,I-M
142,của,E,O
142,thương,V,B-A
142,võ,N,I-A
142,nghe,V,O
142,coi,V,O
143,hãy,R,O
143,cho,V,O
143,tui,P,O
143,một,M,O
143,bài,N,O
143,hát,V,O
143,siu,V,O
143,hay,C,O
143,thuộc,V,O
143,thể_loại,N,O
143,usuk,M,B-G
143,xem,V,O
143,nào,P,O
144,Dcm,Np,O
144,cho,E,O
144,tao,P,O
144,bài,N,O
144,Vpop,Np,B-G
144,vui,A,B-M
144,nghe,V,O
144,coi,V,O
145,Một,M,O
145,bài,N,O
145,hát,V,O
145,nhạc,N,B-G
145,Hàn,Np,I-G
145,buồn_rầu,M,B-M
146,Cho,V,O
146,tôi,P,O
146,môt,V,O
146,bài,N,O
146,của,E,O
146,albus,M,B-A
147,cho,E,O
147,mình,P,O
147,xin,V,O
147,mấy,L,O
147,bài,N,O
147,hip-hop,M,B-G
147,với,E,O
147,ạ,T,O
148,cho,E,O
148,tui,P,O
148,bài,N,O
148,hát,V,O
148,của,E,O
148,hương,N,B-A
148,tràm,N,I-A
148,đỉnh_cao,V,O
148,đi,V,O
149,Một,M,O
149,bài,N,O
149,hát,V,O
149,của,E,O
149,hồ,N,B-A
149,ngọc,N,I-A
149,hà,M,I-A
150,tây_giang,M,B-A
150,đi,V,O
150,bot,M,O
151,này,P,O
151,",",CH,O
151,cho,E,O
151,tui,P,O
151,bài,N,O
151,của,E,O
151,lê,V,B-A
151,sang,V,I-A
151,với,E,O
152,Danh_sách,N,O
152,các,L,O
152,bài,N,O
152,hát,V,O
152,ủ_rũ,M,B-M
152,của,E,O
152,x2x,M,B-A
153,Một_số,L,O
153,bài,N,O
